,Open
96,0.04684210526315785
97,0.03305263157894739
98,0.04242105263157897
99,0.022315789473684233
100,0.03042105263157896
101,0.04452631578947369
102,0.07031578947368428
103,0.05526315789473685
104,0.05631578947368426
105,0.05978947368421056
106,0.07221052631578945
107,0.07621052631578956
108,0.05410526315789471
109,0.0654736842105263
110,0.06452631578947371
111,0.0729473684210526
112,0.08831578947368418
113,0.09600000000000003
114,0.09157894736842104
115,0.09768421052631587
116,0.09821052631578947
117,0.09957894736842104
118,0.09989473684210531
119,0.1043157894736842
120,0.09978947368421048
121,0.10052631578947363
122,0.0898947368421053
123,0.09389473684210531
124,0.09526315789473688
125,0.08147368421052631
126,0.07473684210526316
127,0.06589473684210528
128,0.06831578947368427
129,0.06157894736842112
130,0.06831578947368427
131,0.07852631578947372
132,0.08621052631578946
133,0.09221052631578947
134,0.09494736842105261
135,0.1008421052631579
136,0.10442105263157903
137,0.1063157894736842
138,0.0913684210526316
139,0.09347368421052632
140,0.09273684210526317
141,0.08821052631578946
142,0.10442105263157903
143,0.11484210526315791
144,0.11621052631578949
145,0.11400000000000005
146,0.1103157894736842
147,0.10200000000000004
148,0.10957894736842105
149,0.12168421052631578
150,0.11252631578947364
151,0.11810526315789477
152,0.1187368421052632
153,0.11621052631578949
154,0.11347368421052634
155,0.10126315789473678
156,0.09242105263157901
157,0.10221052631578947
158,0.09010526315789474
159,0.09168421052631587
160,0.09673684210526318
161,0.10126315789473678
162,0.08778947368421047
163,0.0778947368421053
164,0.06810526315789472
165,0.066
166,0.066
167,0.06831578947368427
168,0.07957894736842103
169,0.06778947368421057
170,0.07600000000000001
171,0.0898947368421053
172,0.09673684210526318
173,0.10421052631578948
174,0.10336842105263161
175,0.1043157894736842
176,0.10842105263157892
177,0.11642105263157893
178,0.12452631578947365
179,0.12852631578947366
180,0.13042105263157894
181,0.12115789473684208
182,0.12915789473684208
183,0.13147368421052635
184,0.1332631578947368
185,0.13557894736842108
186,0.13442105263157894
187,0.12305263157894736
188,0.1407368421052631
189,0.13294736842105265
190,0.1407368421052631
191,0.12663157894736848
192,0.12905263157894736
193,0.1212631578947368
194,0.1177894736842105
195,0.13200000000000006
196,0.14105263157894737
197,0.13778947368421052
198,0.14452631578947367
199,0.13589473684210523
200,0.1407368421052631
201,0.1551578947368421
202,0.16031578947368424
203,0.15642105263157896
204,0.15968421052631582
205,0.15252631578947368
206,0.15884210526315784
207,0.1706315789473684
208,0.17231578947368414
209,0.1694736842105264
210,0.15894736842105267
211,0.1570526315789474
212,0.15105263157894738
213,0.15536842105263154
214,0.15273684210526312
215,0.15947368421052627
216,0.1610526315789474
217,0.16768421052631582
218,0.1675789473684211
219,0.16747368421052627
220,0.16347368421052638
221,0.1601052631578948
222,0.15042105263157896
223,0.1436842105263158
224,0.15031578947368424
225,0.13578947368421052
226,0.14526315789473682
227,0.15178947368421053
228,0.15452631578947368
229,0.14242105263157895
230,0.13810526315789468
231,0.1376842105263158
232,0.14347368421052625
233,0.14831578947368423
234,0.13063157894736838
235,0.1372631578947368
236,0.13947368421052636
237,0.14063157894736839
238,0.1466315789473684
239,0.15136842105263154
240,0.1541052631578948
241,0.1685263157894737
242,0.16694736842105268
243,0.17073684210526313
244,0.17294736842105268
245,0.17442105263157898
246,0.17694736842105258
247,0.1865263157894736
248,0.18336842105263157
249,0.18578947368421056
250,0.19010526315789472
251,0.18484210526315786
252,0.16873684210526324
253,0.17294736842105268
254,0.17021052631578953
255,0.1814736842105264
256,0.1701052631578947
257,0.17189473684210527
258,0.16599999999999998
259,0.16736842105263156
260,0.15136842105263154
261,0.14284210526315794
262,0.13936842105263164
263,0.15378947368421053
264,0.16599999999999998
265,0.15894736842105267
266,0.16273684210526324
267,0.1570526315789474
268,0.15736842105263155
269,0.1606315789473684
270,0.15147368421052637
271,0.1586315789473684
272,0.14852631578947367
273,0.15189473684210525
274,0.15673684210526323
275,0.1515789473684211
276,0.13957894736842108
277,0.14326315789473681
278,0.15884210526315784
279,0.15347368421052626
280,0.15473684210526312
281,0.15536842105263154
282,0.15494736842105267
283,0.1556842105263158
284,0.15578947368421053
285,0.15694736842105256
286,0.16168421052631582
287,0.17884210526315797
288,0.16884210526315785
289,0.16094736842105267
290,0.16021052631578953
291,0.16368421052631582
292,0.15357894736842098
293,0.1476842105263158
294,0.13799999999999996
295,0.14557894736842109
296,0.14831578947368423
297,0.15821052631578952
298,0.14936842105263154
299,0.15273684210526312
300,0.159578947368421
301,0.1536842105263158
302,0.15305263157894738
303,0.15694736842105256
304,0.15673684210526323
305,0.14305263157894738
306,0.1421052631578948
307,0.13294736842105265
308,0.11284210526315791
309,0.10168421052631577
310,0.12105263157894736
311,0.13642105263157894
312,0.14094736842105265
313,0.1351578947368421
314,0.1396842105263158
315,0.15136842105263154
316,0.14684210526315783
317,0.14747368421052626
318,0.15989473684210526
319,0.16031578947368424
320,0.16052631578947368
321,0.16884210526315785
322,0.16831578947368425
323,0.17126315789473684
324,0.171578947368421
325,0.1701052631578947
326,0.1694736842105264
327,0.16336842105263155
328,0.16052631578947368
329,0.1590526315789474
330,0.16484210526315785
331,0.16326315789473683
332,0.15199999999999997
333,0.16642105263157886
334,0.18031578947368426
335,0.18484210526315786
336,0.1885263157894737
337,0.1970526315789473
338,0.1934736842105264
339,0.20357894736842103
340,0.19810526315789473
341,0.1909473684210526
342,0.1805263157894737
343,0.18210526315789483
344,0.18936842105263157
345,0.18873684210526315
346,0.18168421052631584
347,0.16431578947368425
348,0.1701052631578947
349,0.15884210526315784
350,0.15852631578947368
351,0.1590526315789474
352,0.1646315789473684
353,0.1686315789473684
354,0.15589473684210525
355,0.15652631578947368
356,0.1536842105263158
357,0.16021052631578953
358,0.1601052631578948
359,0.16073684210526312
360,0.1675789473684211
361,0.17873684210526314
362,0.1611578947368421
363,0.15199999999999997
364,0.14852631578947367
365,0.14821052631578951
366,0.1562105263157894
367,0.14452631578947367
368,0.15599999999999997
369,0.14894736842105266
370,0.1502105263157894
371,0.16031578947368424
372,0.14326315789473681
373,0.14547368421052637
374,0.1511578947368421
375,0.15242105263157896
376,0.16442105263157897
377,0.1641052631578947
378,0.16431578947368425
379,0.1550526315789474
380,0.16799999999999998
381,0.17442105263157898
382,0.18336842105263157
383,0.19242105263157888
384,0.19315789473684214
385,0.18936842105263157
386,0.18610526315789472
387,0.18926315789473686
388,0.19315789473684214
389,0.18336842105263157
390,0.16989473684210527
391,0.16736842105263156
392,0.1675789473684211
393,0.16199999999999998
394,0.1611578947368421
395,0.15789473684210525
396,0.15599999999999997
397,0.1591578947368421
398,0.1745263157894737
399,0.16936842105263156
400,0.184
401,0.17515789473684212
402,0.1641052631578947
403,0.1531578947368421
404,0.1830526315789473
405,0.1630526315789474
406,0.1462105263157895
407,0.16126315789473683
408,0.11105263157894735
409,0.0898947368421053
410,0.0749473684210526
411,0.12336842105263163
412,0.10505263157894734
413,0.10926315789473678
414,0.1212631578947368
415,0.11526315789473679
416,0.11010526315789476
417,0.10978947368421049
418,0.09463157894736846
419,0.08178947368421047
420,0.09115789473684205
421,0.10894736842105263
422,0.12052631578947365
423,0.1073684210526315
424,0.11789473684210522
425,0.11947368421052634
426,0.11852631578947365
427,0.1296842105263158
428,0.12157894736842106
429,0.10873684210526319
430,0.1017894736842106
431,0.12536842105263152
432,0.13600000000000007
433,0.12863157894736837
434,0.10568421052631577
435,0.10800000000000004
436,0.08884210526315789
437,0.11442105263157892
438,0.12557894736842107
439,0.10642105263157892
440,0.10336842105263161
441,0.11821052631578949
442,0.10505263157894734
443,0.09947368421052633
444,0.08526315789473687
445,0.1038947368421052
446,0.11189473684210521
447,0.10442105263157903
448,0.11273684210526319
449,0.10105263157894745
450,0.09221052631578947
451,0.10715789473684217
452,0.11042105263157903
453,0.12600000000000006
454,0.12642105263157893
455,0.13600000000000007
456,0.1356842105263158
457,0.14557894736842109
458,0.14926315789473682
459,0.1506315789473684
460,0.13463157894736838
461,0.14431578947368423
462,0.13105263157894737
463,0.13999999999999996
464,0.14652631578947367
465,0.15284210526315783
466,0.14378947368421052
467,0.15452631578947368
468,0.16736842105263156
469,0.15599999999999997
470,0.1486315789473684
471,0.14389473684210535
472,0.13063157894736838
473,0.1495789473684211
474,0.13736842105263153
475,0.1282105263157895
476,0.13978947368421052
477,0.10894736842105263
478,0.12452631578947365
479,0.14063157894736839
480,0.12463157894736837
481,0.11536842105263162
482,0.11347368421052634
483,0.11336842105263151
484,0.1163157894736842
485,0.1088421052631579
486,0.10157894736842105
487,0.10442105263157903
488,0.10021052631578947
489,0.11021052631578948
490,0.13094736842105265
491,0.12336842105263163
492,0.1626315789473684
493,0.14936842105263154
494,0.14347368421052625
495,0.1332631578947368
496,0.14726315789473693
497,0.14694736842105266
498,0.1307368421052632
499,0.1466315789473684
500,0.13600000000000007
501,0.13210526315789467
502,0.1242105263157895
503,0.13431578947368422
504,0.11831578947368421
505,0.12505263157894736
506,0.1431578947368421
507,0.14136842105263164
508,0.14799999999999996
509,0.1506315789473684
510,0.15242105263157896
511,0.15473684210526312
512,0.1675789473684211
513,0.16684210526315796
514,0.17884210526315797
515,0.17873684210526314
516,0.17631578947368415
517,0.16515789473684211
518,0.1621052631578947
519,0.1686315789473684
520,0.1829473684210527
521,0.18463157894736842
522,0.18526315789473685
523,0.18210526315789483
524,0.18715789473684202
525,0.19021052631578944
526,0.194
527,0.19073684210526315
528,0.18536842105263146
529,0.17968421052631584
530,0.18684210526315786
531,0.17136842105263156
532,0.17231578947368414
533,0.16168421052631582
534,0.1686315789473684
535,0.17315789473684212
536,0.18221052631578943
537,0.18326315789473685
538,0.18526315789473685
539,0.18178947368421056
540,0.18568421052631573
541,0.181578947368421
542,0.18778947368421045
543,0.18631578947368416
544,0.1834736842105263
545,0.18989473684210528
546,0.17599999999999988
547,0.1874736842105263
548,0.17073684210526313
549,0.17168421052631572
550,0.17694736842105258
551,0.18189473684210516
552,0.18821052631578955
553,0.17747368421052628
554,0.18073684210526314
555,0.1854736842105263
556,0.17978947368421055
557,0.19263157894736843
558,0.18368421052631573
559,0.18989473684210528
560,0.16968421052631583
561,0.1735789473684211
562,0.18631578947368416
563,0.18694736842105258
564,0.19631578947368417
565,0.19915789473684203
566,0.194
567,0.20168421052631585
568,0.20273684210526316
569,0.19884210526315788
570,0.1974736842105263
571,0.20052631578947372
572,0.19578947368421057
573,0.19568421052631574
574,0.20210526315789473
575,0.19336842105263158
576,0.18894736842105259
577,0.19242105263157888
578,0.20157894736842102
579,0.21768421052631576
580,0.20663157894736844
581,0.19610526315789473
582,0.18673684210526315
583,0.18210526315789483
584,0.18357894736842112
585,0.19242105263157888
586,0.17442105263157898
587,0.18936842105263157
588,0.19610526315789473
589,0.1900000000000001
590,0.17978947368421055
591,0.18610526315789472
592,0.16536842105263155
593,0.17136842105263156
594,0.18726315789473685
595,0.18231578947368426
596,0.19463157894736843
597,0.1790526315789474
598,0.18768421052631584
599,0.186
600,0.16884210526315785
601,0.188421052631579
602,0.17642105263157898
603,0.18031578947368426
604,0.15494736842105267
605,0.16189473684210526
606,0.1581052631578947
607,0.14610526315789468
608,0.16199999999999998
609,0.14757894736842098
610,0.15431578947368424
611,0.15642105263157896
612,0.15431578947368424
613,0.15178947368421053
614,0.15821052631578952
615,0.16968421052631583
616,0.1681052631578947
617,0.17915789473684213
618,0.1666315789473684
619,0.17284210526315796
620,0.15547368421052626
621,0.15494736842105267
622,0.1566315789473684
623,0.16484210526315785
624,0.16473684210526313
625,0.18063157894736842
626,0.1705263157894737
627,0.17473684210526313
628,0.1725263157894737
629,0.17694736842105258
630,0.1849473684210527
631,0.17789473684210527
632,0.1845263157894736
633,0.18136842105263157
634,0.18042105263157887
635,0.17642105263157898
636,0.16694736842105268
637,0.16526315789473683
638,0.1610526315789474
639,0.17242105263157886
640,0.19463157894736843
641,0.20873684210526328
642,0.20800000000000002
643,0.20589473684210519
644,0.19863157894736844
645,0.18894736842105259
646,0.18431578947368416
647,0.17231578947368414
648,0.1741052631578947
649,0.17926315789473685
650,0.18357894736842112
651,0.18273684210526314
652,0.18736842105263168
653,0.20052631578947372
654,0.2029473684210526
655,0.18831578947368416
656,0.18115789473684213
657,0.16968421052631583
658,0.1686315789473684
659,0.20557894736842103
660,0.20557894736842103
661,0.20831578947368418
662,0.20073684210526316
663,0.20884210526315788
664,0.19168421052631585
665,0.22357894736842104
666,0.21652631578947373
667,0.2352631578947369
668,0.24042105263157892
669,0.23810526315789476
670,0.2338947368421052
671,0.23126315789473678
672,0.23294736842105263
673,0.23842105263157892
674,0.24252631578947365
675,0.2407368421052632
676,0.2443157894736842
677,0.24894736842105264
678,0.23757894736842106
679,0.23421052631578937
680,0.23936842105263162
681,0.24389473684210522
682,0.23157894736842094
683,0.2352631578947369
684,0.2218947368421053
685,0.2183157894736843
686,0.22705263157894734
687,0.2183157894736843
688,0.22915789473684217
689,0.2501052631578948
690,0.24589473684210522
691,0.23589473684210532
692,0.24663157894736848
693,0.24599999999999994
694,0.2502105263157895
695,0.25210526315789467
696,0.25557894736842096
697,0.2563157894736842
698,0.2621052631578948
699,0.2702105263157894
700,0.2671578947368421
701,0.26484210526315793
702,0.2592631578947369
703,0.25652631578947366
704,0.25842105263157905
705,0.24368421052631578
706,0.2586315789473685
707,0.2502105263157895
708,0.2497894736842105
709,0.24863157894736837
710,0.24789473684210533
711,0.24000000000000005
712,0.22663157894736835
713,0.2163157894736843
714,0.2253684210526316
715,0.2203157894736842
716,0.23052631578947363
717,0.24136842105263162
718,0.24463157894736848
719,0.2417894736842105
720,0.2252631578947369
721,0.21178947368421047
722,0.1993684210526317
723,0.19768421052631574
724,0.19757894736842113
725,0.20715789473684215
726,0.20252631578947372
727,0.21210526315789474
728,0.20357894736842103
729,0.20852631578947362
730,0.20673684210526305
731,0.2053684210526316
732,0.2129473684210526
733,0.19810526315789473
734,0.19873684210526316
735,0.21010526315789474
736,0.1989473684210526
737,0.20273684210526316
738,0.19484210526315787
739,0.19568421052631574
740,0.20463157894736844
741,0.21263157894736834
742,0.2163157894736843
743,0.22200000000000003
744,0.22399999999999992
745,0.22715789473684217
746,0.23305263157894734
747,0.2252631578947369
748,0.2333684210526315
749,0.22915789473684217
750,0.23094736842105273
751,0.2253684210526316
752,0.23042105263157892
753,0.2208421052631579
754,0.2297894736842106
755,0.22915789473684217
756,0.23936842105263162
757,0.23947368421052623
758,0.2343157894736842
759,0.23421052631578937
760,0.23210526315789476
761,0.22926315789473678
762,0.22747368421052622
763,0.22452631578947374
764,0.22873684210526318
765,0.22294736842105262
766,0.23315789473684206
767,0.2352631578947369
768,0.2383157894736842
769,0.23305263157894734
770,0.2328421052631579
771,0.2264210526315789
772,0.23000000000000004
773,0.22610526315789475
774,0.2188421052631579
775,0.2149473684210526
776,0.21368421052631587
777,0.2109473684210526
778,0.21315789473684205
779,0.21315789473684205
780,0.21378947368421047
781,0.21863157894736845
782,0.22115789473684205
783,0.22126315789473688
784,0.2217894736842106
785,0.2297894736842106
786,0.21726315789473677
787,0.21968421052631576
788,0.22200000000000003
789,0.22757894736842105
790,0.24157894736842106
791,0.21757894736842104
792,0.22147368421052632
793,0.21000000000000002
794,0.20578947368421058
795,0.2044210526315789
796,0.20315789473684215
797,0.2044210526315789
798,0.2133684210526316
799,0.20178947368421046
800,0.1978947368421053
801,0.18778947368421045
802,0.20621052631578946
803,0.1989473684210526
804,0.19673684210526327
805,0.22000000000000003
806,0.202
807,0.20252631578947372
808,0.21800000000000003
809,0.2163157894736843
810,0.22768421052631588
811,0.23452631578947364
812,0.23989473684210522
813,0.2353684210526315
814,0.23073684210526307
815,0.23347368421052633
816,0.2353684210526315
817,0.2337894736842106
818,0.2412631578947368
819,0.24463157894736848
820,0.23063157894736847
821,0.2387368421052632
822,0.2422105263157895
823,0.24905263157894747
824,0.2308421052631579
825,0.24252631578947365
826,0.23221052631578948
827,0.23221052631578948
828,0.22957894736842105
829,0.22652631578947374
830,0.24136842105263162
831,0.2397894736842105
832,0.23642105263157892
833,0.22663157894736835
834,0.2213684210526315
835,0.21800000000000003
836,0.2238947368421053
837,0.2197894736842106
838,0.21315789473684205
839,0.208421052631579
840,0.2138947368421053
841,0.19926315789473686
842,0.21557894736842104
843,0.22305263157894745
844,0.21284210526315778
845,0.22221052631578936
846,0.23663157894736836
847,0.22399999999999992
848,0.23442105263157903
849,0.2443157894736842
850,0.24168421052631578
851,0.23705263157894746
852,0.2527368421052632
853,0.2518947368421052
854,0.2523157894736841
855,0.2492631578947369
856,0.2497894736842105
857,0.2488421052631578
858,0.2526315789473684
859,0.2518947368421052
860,0.23115789473684217
861,0.23494736842105263
862,0.25747368421052635
863,0.24715789473684208
864,0.25336842105263163
865,0.2422105263157895
866,0.24136842105263162
867,0.2526315789473684
868,0.25852631578947366
869,0.2508421052631579
870,0.24357894736842095
871,0.2591578947368421
872,0.2583157894736842
873,0.2642105263157895
874,0.2497894736842105
875,0.24747368421052635
876,0.24610526315789477
877,0.2483157894736842
878,0.24736842105263152
879,0.24284210526315791
880,0.23505263157894746
881,0.24894736842105264
882,0.23957894736842106
883,0.24747368421052635
884,0.24999999999999994
885,0.23747368421052623
886,0.2228421052631579
887,0.2173684210526316
888,0.20673684210526305
889,0.21231578947368418
890,0.22273684210526318
891,0.23021052631578948
892,0.23221052631578948
893,0.22947368421052633
894,0.22473684210526318
895,0.22915789473684217
896,0.23789473684210533
897,0.22947368421052633
898,0.24000000000000005
899,0.24389473684210522
900,0.2501052631578948
901,0.25336842105263163
902,0.25042105263157893
903,0.2536842105263158
904,0.24284210526315791
905,0.24999999999999994
906,0.25305263157894736
907,0.2587368421052632
908,0.2608421052631578
909,0.2553684210526315
910,0.2576842105263158
911,0.25652631578947366
912,0.26136842105263164
913,0.2706315789473684
914,0.27484210526315783
915,0.27147368421052637
916,0.2751578947368421
917,0.2810526315789474
918,0.2737894736842105
919,0.26600000000000007
920,0.2742105263157895
921,0.27484210526315783
922,0.28042105263157885
923,0.2776842105263158
924,0.289578947368421
925,0.2870526315789474
926,0.28684210526315784
927,0.3013684210526317
928,0.28778947368421054
929,0.2870526315789474
930,0.28494736842105267
931,0.3170526315789473
932,0.31726315789473675
933,0.308
934,0.29178947368421043
935,0.2825263157894737
936,0.27936842105263154
937,0.2735789473684211
938,0.27884210526315795
939,0.27936842105263154
940,0.27978947368421064
941,0.26589473684210524
942,0.2761052631578947
943,0.28084210526315795
944,0.292
945,0.2900000000000001
946,0.28389473684210514
947,0.294
948,0.28947368421052627
949,0.2845263157894737
950,0.30736842105263157
951,0.3021052631578947
952,0.3105263157894736
953,0.3009473684210526
954,0.29978947368421055
955,0.30178947368421044
956,0.3038947368421053
957,0.2905263157894737
958,0.2946315789473684
959,0.29084210526315796
960,0.2786315789473684
961,0.2742105263157895
962,0.28094736842105267
963,0.2721052631578948
964,0.2643157894736841
965,0.2622105263157895
966,0.2691578947368421
967,0.26778947368421063
968,0.27494736842105266
969,0.2786315789473684
970,0.27189473684210536
971,0.28189473684210525
972,0.28389473684210514
973,0.28631578947368413
974,0.2875789473684211
975,0.29442105263157886
976,0.27536842105263165
977,0.28642105263157897
978,0.28442105263157896
979,0.2811578947368421
980,0.26789473684210524
981,0.27294736842105266
982,0.27284210526315783
983,0.27589473684210525
984,0.2755789473684211
985,0.2737894736842105
986,0.2666315789473685
987,0.26842105263157884
988,0.2741052631578948
989,0.26852631578947367
990,0.26999999999999996
991,0.2747368421052632
992,0.2826315789473684
993,0.2834736842105264
994,0.279578947368421
995,0.28684210526315784
996,0.2862105263157895
997,0.28947368421052627
998,0.2907368421052631
999,0.28673684210526323
1000,0.29094736842105257
1001,0.29084210526315796
1002,0.29021052631578953
1003,0.2886315789473684
1004,0.27231578947368423
1005,0.2692631578947369
1006,0.26242105263157894
1007,0.2647368421052631
1008,0.2556842105263158
1009,0.2526315789473684
1010,0.25452631578947366
1011,0.25105263157894736
1012,0.2564210526315788
1013,0.26652631578947367
1014,0.2548421052631579
1015,0.26800000000000007
1016,0.27199999999999996
1017,0.27189473684210536
1018,0.279578947368421
1019,0.28494736842105267
1020,0.296421052631579
1021,0.2801052631578947
1022,0.2785263157894737
1023,0.2641052631578947
1024,0.26147368421052625
1025,0.2602105263157894
1026,0.2606315789473684
1027,0.26631578947368423
1028,0.25410526315789467
1029,0.2572631578947369
1030,0.2596842105263158
1031,0.25894736842105265
1032,0.2645263157894738
1033,0.2612631578947368
1034,0.2625263157894738
1035,0.2603157894736842
1036,0.2548421052631579
1037,0.22926315789473678
1038,0.22905263157894734
1039,0.23021052631578948
1040,0.2223157894736842
1041,0.2208421052631579
1042,0.21578947368421048
1043,0.2114736842105263
1044,0.21663157894736845
1045,0.22210526315789475
1046,0.23789473684210533
1047,0.24589473684210522
1048,0.25589473684210523
1049,0.2610526315789475
1050,0.25705263157894737
1051,0.2707368421052631
1052,0.2701052631578948
1053,0.2717894736842105
1054,0.25505263157894736
1055,0.25494736842105253
1056,0.2617894736842105
1057,0.2608421052631578
1058,0.2636842105263158
1059,0.2691578947368421
1060,0.2628421052631578
1061,0.26642105263157895
1062,0.25694736842105265
1063,0.2546315789473685
1064,0.26947368421052637
1065,0.27031578947368423
1066,0.2607368421052632
1067,0.25442105263157894
1068,0.2626315789473684
1069,0.2546315789473685
1070,0.25242105263157893
1071,0.23452631578947364
1072,0.2338947368421052
1073,0.2368421052631578
1074,0.24315789473684218
1075,0.23157894736842094
1076,0.24063157894736836
1077,0.24989473684210534
1078,0.24547368421052634
1079,0.25694736842105265
1080,0.2563157894736842
1081,0.2591578947368421
1082,0.26842105263157884
1083,0.2593684210526315
1084,0.2603157894736842
1085,0.2551578947368422
1086,0.25442105263157894
1087,0.25747368421052635
1088,0.25852631578947366
1089,0.2615789473684211
1090,0.2586315789473685
1091,0.2512631578947368
1092,0.2452631578947369
1093,0.25294736842105253
1094,0.25757894736842096
1095,0.2581052631578948
1096,0.2651578947368422
1097,0.27536842105263165
1098,0.2736842105263157
1099,0.2861052631578947
1100,0.29778947368421055
1101,0.2966315789473684
1102,0.2942105263157894
1103,0.2990526315789474
1104,0.298
1105,0.2954736842105263
1106,0.2836842105263157
1107,0.2976842105263157
1108,0.3021052631578947
1109,0.310421052631579
1110,0.3181052631578946
1111,0.31126315789473685
1112,0.3129473684210526
1113,0.3
1114,0.31073684210526326
1115,0.313578947368421
1116,0.310421052631579
1117,0.3193684210526316
1118,0.3181052631578946
1119,0.32263157894736844
1120,0.31926315789473686
1121,0.32231578947368417
1122,0.31968421052631574
1123,0.3190526315789473
1124,0.3119999999999999
1125,0.3245263157894737
1126,0.3234736842105263
1127,0.32421052631578956
1128,0.328
1129,0.33210526315789485
1130,0.3449473684210527
1131,0.33610526315789474
1132,0.34021052631578946
1133,0.3345263157894736
1134,0.33715789473684205
1135,0.3297894736842106
1136,0.33757894736842103
1137,0.3389473684210526
1138,0.3374736842105263
1139,0.3374736842105263
1140,0.3297894736842106
1141,0.329578947368421
1142,0.3305263157894737
1143,0.32126315789473686
1144,0.32663157894736833
1145,0.3377894736842105
1146,0.34305263157894733
1147,0.3438947368421052
1148,0.35357894736842105
1149,0.3593684210526315
1150,0.3503157894736842
1151,0.3433684210526316
1152,0.3497894736842105
1153,0.33557894736842114
1154,0.3393684210526316
1155,0.34115789473684216
1156,0.33421052631578946
1157,0.3467368421052632
1158,0.332
1159,0.3343157894736842
1160,0.3349473684210526
1161,0.33915789473684205
1162,0.33473684210526317
1163,0.33768421052631586
1164,0.32705263157894743
1165,0.3338947368421052
1166,0.34063157894736834
1167,0.3349473684210526
1168,0.3065263157894737
1169,0.298421052631579
1170,0.2911578947368421
1171,0.29989473684210527
1172,0.30021052631578954
1173,0.281578947368421
1174,0.294
1175,0.29873684210526325
1176,0.2969473684210527
1177,0.3050526315789473
1178,0.30515789473684213
1179,0.3113684210526317
1180,0.30736842105263157
1181,0.30978947368421056
1182,0.30915789473684213
1183,0.3113684210526317
1184,0.3121052631578947
1185,0.32221052631578945
1186,0.33210526315789485
1187,0.3289473684210526
1188,0.3239999999999999
1189,0.32726315789473687
1190,0.3229473684210526
1191,0.3198947368421052
1192,0.3285263157894737
1193,0.33905263157894744
1194,0.3354736842105263
1195,0.3330526315789473
1196,0.32810526315789473
1197,0.325578947368421
1198,0.32705263157894743
1199,0.32336842105263147
1200,0.32715789473684215
1201,0.322
1202,0.32663157894736833
1203,0.3408421052631579
1204,0.33578947368421047
1205,0.3352631578947369
1206,0.31873684210526315
1207,0.33073684210526316
1208,0.3098947368421053
1209,0.3161052631578947
1210,0.30673684210526314
1211,0.31768421052631585
1212,0.30568421052631584
1213,0.30831578947368427
1214,0.3030526315789474
1215,0.2976842105263157
1216,0.29589473684210515
1217,0.29684210526315785
1218,0.2786315789473684
1219,0.2742105263157895
1220,0.29136842105263155
1221,0.26652631578947367
1222,0.25789473684210523
1223,0.2845263157894737
1224,0.2690526315789474
1225,0.28947368421052627
1226,0.2777894736842104
1227,0.28789473684210526
1228,0.2931578947368421
1229,0.29536842105263156
1230,0.3050526315789473
1231,0.2951578947368421
1232,0.3185263157894737
1233,0.31863157894736843
1234,0.31168421052631573
1235,0.3113684210526317
1236,0.3150526315789474
1237,0.32463157894736844
1238,0.3164210526315789
1239,0.3170526315789473
1240,0.3234736842105263
1241,0.3189473684210527
1242,0.32368421052631574
1243,0.316
1244,0.32431578947368417
1245,0.3333684210526315
1246,0.3325263157894736
1247,0.3298947368421052
1248,0.3529473684210526
1249,0.3532631578947368
1250,0.3504210526315789
1251,0.35063157894736835
1252,0.3532631578947368
1253,0.35063157894736835
1254,0.3607368421052632
1255,0.35568421052631577
1256,0.36400000000000005
1257,0.35505263157894734
